Gender,Future Setting,Future Place,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Strand
Female,Suburban Area,Flexibility,Time Management,Analytical Ability,Commercial Awareness,Problem Solving,Team Work,HUMSS
Female,Suburban Area,Work from anywhere,Decision Making,Commercial Awareness,Written Communication,Time Management,Negotiating,TVL
Male,Flexible,Move Often,Analytical Ability,Verbal Communication,Time Management,Time Management,Creative Thinking,GAS
Male,Abroad,Move Often,Verbal Communication,Negotiating,Negotiating,Team Work,Written Communication,ABM
Male,Flexible,Flexibility,Written Communication,Leadership,Time Management,Time Management,Commercial Awareness,GAS
Male,City,Flexibility,Decision Making,Decision Making,Problem Solving,Flexibility,Leadership,HUMSS
Male,Rural Area,Work from anywhere,Verbal Communication,Time Management,Leadership,Analytical Ability,Verbal Communication,STEM
Female,Flexible,Flexibility,Written Communication,Creative Thinking,Analytical Ability,Self motivation,Leadership,GAS
Female,Flexible,Stay in one place,Numeracy,Analytical Ability,Self motivation,Team Work,Commercial Awareness,STEM
Male,Flexible,Move Often,Analytical Ability,Team Work,Negotiating,Analytical Ability,Self motivation,GAS
Male,Abroad,Stay in one place,Verbal Communication,Commercial Awareness,Problem Solving,Flexibility,Flexibility,HUMSS
Female,City,Stay in one place,Flexibility,Team Work,Verbal Communication,Leadership,Flexibility,TVL
Male,Rural Area,Move Often,Negotiating,Analytical Ability,Negotiating,Numeracy,Creative Thinking,STEM
Male,City,Move Often,Leadership,Team Work,Flexibility,Numeracy,Problem Solving,HUMSS
Male,Flexible,Stay in one place,Verbal Communication,Negotiating,Commercial Awareness,Negotiating,Decision Making,GAS
Female,Rural Area,Stay in one place,Negotiating,Analytical Ability,Creative Thinking,Creative Thinking,Creative Thinking,TVL
Female,Flexible,Move Often,Problem Solving,Flexibility,Negotiating,Flexibility,Verbal Communication,ABM
Male,Rural Area,Stay in one place,Verbal Communication,Written Communication,Negotiating,Time Management,Numeracy,STEM
Female,Flexible,Work from anywhere,Leadership,Written Communication,Negotiating,Written Communication,Leadership,STEM
Female,City,Move Often,Problem Solving,Problem Solving,Verbal Communication,Numeracy,Verbal Communication,GAS
Male,Flexible,Flexibility,Time Management,Flexibility,Decision Making,Commercial Awareness,Verbal Communication,TVL
Female,Suburban Area,Flexibility,Problem Solving,Written Communication,Commercial Awareness,Team Work,Commercial Awareness,HUMSS
Female,City,Work from anywhere,Self motivation,Numeracy,Negotiating,Verbal Communication,Numeracy,ABM
Male,Abroad,Stay in one place,Negotiating,Negotiating,Verbal Communication,Verbal Communication,Verbal Communication,TVL
Male,Flexible,Flexibility,Time Management,Creative Thinking,Leadership,Leadership,Negotiating,GAS
Male,Suburban Area,Work from anywhere,Creative Thinking,Numeracy,Numeracy,Decision Making,Negotiating,HUMSS
Male,Abroad,Move Often,Written Communication,Analytical Ability,Negotiating,Verbal Communication,Written Communication,HUMSS
Male,Abroad,Work from anywhere,Commercial Awareness,Numeracy,Time Management,Problem Solving,Negotiating,TVL
Male,City,Work from anywhere,Team Work,Written Communication,Commercial Awareness,Leadership,Leadership,HUMSS
Male,Abroad,Stay in one place,Written Communication,Leadership,Leadership,Numeracy,Negotiating,HUMSS
Male,Flexible,Stay in one place,Negotiating,Decision Making,Commercial Awareness,Negotiating,Written Communication,ABM
Male,City,Move Often,Numeracy,Analytical Ability,Team Work,Time Management,Written Communication,TVL
Female,Rural Area,Work from anywhere,Creative Thinking,Numeracy,Numeracy,Negotiating,Negotiating,HUMSS
Female,City,Work from anywhere,Time Management,Problem Solving,Verbal Communication,Numeracy,Leadership,ABM
Female,Flexible,Work from anywhere,Flexibility,Team Work,Team Work,Numeracy,Negotiating,GAS
Male,Suburban Area,Stay in one place,Flexibility,Written Communication,Problem Solving,Self motivation,Leadership,ABM
Male,City,Flexibility,Written Communication,Problem Solving,Numeracy,Decision Making,Team Work,HUMSS
Female,City,Stay in one place,Commercial Awareness,Team Work,Creative Thinking,Problem Solving,Numeracy,STEM
Male,Rural Area,Work from anywhere,Creative Thinking,Verbal Communication,Self motivation,Negotiating,Leadership,STEM
Female,Abroad,Move Often,Leadership,Decision Making,Decision Making,Decision Making,Creative Thinking,TVL
Female,Abroad,Stay in one place,Problem Solving,Team Work,Commercial Awareness,Flexibility,Analytical Ability,ABM
Male,Suburban Area,Move Often,Creative Thinking,Team Work,Numeracy,Creative Thinking,Decision Making,HUMSS
Male,Rural Area,Stay in one place,Creative Thinking,Team Work,Team Work,Commercial Awareness,Self motivation,ABM
Male,City,Move Often,Decision Making,Written Communication,Analytical Ability,Leadership,Creative Thinking,ABM
Female,City,Move Often,Flexibility,Numeracy,Written Communication,Decision Making,Numeracy,ABM
Female,Abroad,Work from anywhere,Creative Thinking,Numeracy,Written Communication,Team Work,Written Communication,HUMSS
Female,City,Stay in one place,Decision Making,Numeracy,Decision Making,Commercial Awareness,Flexibility,GAS
Male,Flexible,Flexibility,Time Management,Self motivation,Verbal Communication,Numeracy,Creative Thinking,HUMSS
Male,Suburban Area,Work from anywhere,Problem Solving,Self motivation,Negotiating,Creative Thinking,Creative Thinking,ABM
Female,Rural Area,Move Often,Analytical Ability,Team Work,Leadership,Analytical Ability,Negotiating,GAS
Female,Rural Area,Flexibility,Decision Making,Flexibility,Flexibility,Leadership,Self motivation,TVL
Male,City,Work from anywhere,Decision Making,Self motivation,Creative Thinking,Written Communication,Negotiating,TVL
Male,Abroad,Flexibility,Written Communication,Verbal Communication,Negotiating,Numeracy,Commercial Awareness,TVL
Female,City,Stay in one place,Numeracy,Flexibility,Problem Solving,Creative Thinking,Self motivation,GAS
Male,Suburban Area,Work from anywhere,Time Management,Problem Solving,Verbal Communication,Verbal Communication,Team Work,TVL
Male,Flexible,Stay in one place,Time Management,Creative Thinking,Self motivation,Negotiating,Problem Solving,TVL
Male,Abroad,Flexibility,Leadership,Decision Making,Analytical Ability,Decision Making,Decision Making,ABM
Female,Abroad,Work from anywhere,Team Work,Verbal Communication,Problem Solving,Verbal Communication,Problem Solving,ABM
Male,Rural Area,Work from anywhere,Decision Making,Negotiating,Numeracy,Self motivation,Leadership,GAS
Male,Suburban Area,Move Often,Decision Making,Team Work,Verbal Communication,Flexibility,Negotiating,ABM
Male,Rural Area,Stay in one place,Team Work,Written Communication,Flexibility,Self motivation,Time Management,STEM
Male,Rural Area,Work from anywhere,Written Communication,Verbal Communication,Verbal Communication,Numeracy,Leadership,ABM
Female,City,Stay in one place,Commercial Awareness,Flexibility,Team Work,Team Work,Flexibility,STEM
Male,Abroad,Work from anywhere,Numeracy,Flexibility,Problem Solving,Leadership,Creative Thinking,ABM
Female,Flexible,Flexibility,Verbal Communication,Creative Thinking,Written Communication,Analytical Ability,Self motivation,HUMSS
Male,City,Move Often,Flexibility,Creative Thinking,Leadership,Problem Solving,Time Management,ABM
Male,Rural Area,Work from anywhere,Decision Making,Flexibility,Numeracy,Leadership,Self motivation,ABM
Male,Rural Area,Move Often,Self motivation,Creative Thinking,Team Work,Decision Making,Commercial Awareness,ABM
Male,Abroad,Work from anywhere,Decision Making,Decision Making,Written Communication,Decision Making,Written Communication,HUMSS
Female,Rural Area,Flexibility,Numeracy,Numeracy,Time Management,Leadership,Verbal Communication,STEM
Male,City,Move Often,Creative Thinking,Verbal Communication,Verbal Communication,Verbal Communication,Time Management,HUMSS
Female,City,Move Often,Analytical Ability,Verbal Communication,Negotiating,Self motivation,Written Communication,HUMSS
Female,Flexible,Flexibility,Negotiating,Flexibility,Leadership,Analytical Ability,Written Communication,STEM
Male,City,Flexibility,Commercial Awareness,Numeracy,Written Communication,Commercial Awareness,Verbal Communication,HUMSS
Male,Abroad,Flexibility,Time Management,Negotiating,Decision Making,Creative Thinking,Numeracy,TVL
Female,Suburban Area,Work from anywhere,Leadership,Written Communication,Problem Solving,Creative Thinking,Numeracy,TVL
Female,Rural Area,Work from anywhere,Written Communication,Time Management,Time Management,Negotiating,Decision Making,STEM
Female,Flexible,Stay in one place,Decision Making,Creative Thinking,Time Management,Leadership,Decision Making,ABM
Female,Suburban Area,Move Often,Numeracy,Self motivation,Problem Solving,Negotiating,Flexibility,TVL
Female,Suburban Area,Move Often,Negotiating,Leadership,Negotiating,Self motivation,Decision Making,GAS
Male,Suburban Area,Stay in one place,Creative Thinking,Leadership,Decision Making,Self motivation,Commercial Awareness,HUMSS
Female,Suburban Area,Work from anywhere,Numeracy,Team Work,Decision Making,Flexibility,Time Management,STEM
Female,Flexible,Work from anywhere,Decision Making,Written Communication,Team Work,Written Communication,Team Work,GAS
Female,Suburban Area,Flexibility,Leadership,Self motivation,Creative Thinking,Decision Making,Commercial Awareness,ABM
Male,Flexible,Work from anywhere,Verbal Communication,Written Communication,Problem Solving,Self motivation,Written Communication,STEM
Male,City,Flexibility,Negotiating,Decision Making,Team Work,Self motivation,Creative Thinking,ABM
Male,Suburban Area,Stay in one place,Self motivation,Commercial Awareness,Flexibility,Written Communication,Creative Thinking,HUMSS
Male,Suburban Area,Stay in one place,Flexibility,Verbal Communication,Written Communication,Commercial Awareness,Numeracy,TVL
Male,Abroad,Work from anywhere,Leadership,Numeracy,Decision Making,Numeracy,Problem Solving,GAS
Female,Abroad,Flexibility,Decision Making,Analytical Ability,Verbal Communication,Analytical Ability,Team Work,ABM
Male,Flexible,Work from anywhere,Creative Thinking,Creative Thinking,Analytical Ability,Flexibility,Numeracy,GAS
Female,Abroad,Stay in one place,Verbal Communication,Self motivation,Flexibility,Written Communication,Time Management,ABM
Female,Rural Area,Work from anywhere,Verbal Communication,Creative Thinking,Self motivation,Analytical Ability,Negotiating,HUMSS
Female,City,Move Often,Written Communication,Decision Making,Commercial Awareness,Creative Thinking,Verbal Communication,ABM
Female,Abroad,Stay in one place,Problem Solving,Decision Making,Team Work,Analytical Ability,Leadership,HUMSS
Male,Abroad,Move Often,Problem Solving,Creative Thinking,Leadership,Self motivation,Negotiating,ABM
Female,Flexible,Stay in one place,Commercial Awareness,Time Management,Leadership,Written Communication,Team Work,GAS
Female,Rural Area,Work from anywhere,Self motivation,Time Management,Commercial Awareness,Team Work,Creative Thinking,HUMSS
Male,City,Work from anywhere,Decision Making,Decision Making,Written Communication,Leadership,Verbal Communication,TVL
Female,Suburban Area,Flexibility,Decision Making,Decision Making,Numeracy,Team Work,Commercial Awareness,STEM
Female,Rural Area,Flexibility,Creative Thinking,Analytical Ability,Problem Solving,Written Communication,Flexibility,GAS
Female,Rural Area,Move Often,Time Management,Time Management,Team Work,Written Communication,Commercial Awareness,ABM
Male,Rural Area,Work from anywhere,Negotiating,Written Communication,Problem Solving,Self motivation,Decision Making,GAS
Female,Abroad,Move Often,Verbal Communication,Written Communication,Negotiating,Time Management,Decision Making,TVL
Female,City,Work from anywhere,Numeracy,Numeracy,Time Management,Negotiating,Analytical Ability,STEM
Female,Abroad,Work from anywhere,Problem Solving,Problem Solving,Analytical Ability,Problem Solving,Commercial Awareness,TVL
Female,City,Work from anywhere,Leadership,Time Management,Self motivation,Creative Thinking,Creative Thinking,ABM
Female,Suburban Area,Work from anywhere,Analytical Ability,Decision Making,Flexibility,Negotiating,Negotiating,GAS
Female,Abroad,Work from anywhere,Analytical Ability,Flexibility,Decision Making,Time Management,Verbal Communication,STEM
Female,Suburban Area,Work from anywhere,Team Work,Team Work,Time Management,Decision Making,Self motivation,ABM
Male,Rural Area,Move Often,Verbal Communication,Self motivation,Verbal Communication,Problem Solving,Commercial Awareness,STEM
Female,Abroad,Move Often,Negotiating,Flexibility,Verbal Communication,Team Work,Leadership,GAS
Male,Rural Area,Stay in one place,Analytical Ability,Verbal Communication,Negotiating,Flexibility,Analytical Ability,STEM
Female,Suburban Area,Flexibility,Commercial Awareness,Problem Solving,Self motivation,Decision Making,Negotiating,GAS
Female,Rural Area,Stay in one place,Decision Making,Written Communication,Leadership,Commercial Awareness,Problem Solving,GAS
Female,Flexible,Stay in one place,Time Management,Team Work,Problem Solving,Verbal Communication,Commercial Awareness,HUMSS
Female,City,Work from anywhere,Creative Thinking,Flexibility,Self motivation,Analytical Ability,Written Communication,TVL
Male,City,Stay in one place,Decision Making,Team Work,Team Work,Flexibility,Creative Thinking,TVL
Male,Flexible,Flexibility,Numeracy,Leadership,Analytical Ability,Leadership,Flexibility,GAS
Male,Flexible,Work from anywhere,Analytical Ability,Self motivation,Flexibility,Analytical Ability,Numeracy,STEM
Female,Abroad,Flexibility,Negotiating,Time Management,Written Communication,Leadership,Self motivation,ABM
Male,Suburban Area,Stay in one place,Written Communication,Analytical Ability,Leadership,Verbal Communication,Problem Solving,GAS
Male,Rural Area,Flexibility,Problem Solving,Problem Solving,Time Management,Self motivation,Self motivation,STEM
Female,Rural Area,Move Often,Commercial Awareness,Creative Thinking,Decision Making,Analytical Ability,Decision Making,TVL
Female,City,Flexibility,Self motivation,Leadership,Time Management,Decision Making,Decision Making,ABM
Female,Rural Area,Work from anywhere,Analytical Ability,Time Management,Self motivation,Time Management,Time Management,ABM
Female,Abroad,Stay in one place,Problem Solving,Negotiating,Negotiating,Verbal Communication,Decision Making,GAS
Male,City,Flexibility,Team Work,Flexibility,Leadership,Decision Making,Time Management,GAS
Female,Suburban Area,Work from anywhere,Numeracy,Team Work,Analytical Ability,Written Communication,Analytical Ability,STEM
Male,Suburban Area,Stay in one place,Problem Solving,Self motivation,Problem Solving,Team Work,Decision Making,GAS
Male,City,Flexibility,Team Work,Verbal Communication,Self motivation,Negotiating,Numeracy,ABM
Female,Rural Area,Work from anywhere,Leadership,Decision Making,Team Work,Decision Making,Commercial Awareness,ABM
Male,Suburban Area,Flexibility,Creative Thinking,Time Management,Flexibility,Decision Making,Problem Solving,TVL
Female,Abroad,Move Often,Written Communication,Decision Making,Time Management,Verbal Communication,Self motivation,ABM
Male,Flexible,Flexibility,Self motivation,Written Communication,Creative Thinking,Flexibility,Written Communication,TVL
Female,Suburban Area,Flexibility,Problem Solving,Negotiating,Written Communication,Commercial Awareness,Time Management,GAS
Female,City,Work from anywhere,Numeracy,Numeracy,Verbal Communication,Self motivation,Team Work,TVL
Male,Flexible,Move Often,Time Management,Self motivation,Time Management,Team Work,Numeracy,GAS
Female,Rural Area,Flexibility,Flexibility,Commercial Awareness,Verbal Communication,Flexibility,Flexibility,HUMSS
Male,Rural Area,Work from anywhere,Problem Solving,Written Communication,Time Management,Team Work,Numeracy,HUMSS
Male,City,Move Often,Problem Solving,Problem Solving,Self motivation,Problem Solving,Self motivation,HUMSS
Female,Rural Area,Stay in one place,Numeracy,Analytical Ability,Negotiating,Written Communication,Leadership,STEM
Female,Abroad,Work from anywhere,Self motivation,Analytical Ability,Self motivation,Negotiating,Problem Solving,TVL
Female,Flexible,Flexibility,Written Communication,Flexibility,Numeracy,Leadership,Written Communication,TVL
Male,Abroad,Flexibility,Team Work,Leadership,Self motivation,Time Management,Team Work,STEM
Female,Suburban Area,Work from anywhere,Commercial Awareness,Decision Making,Time Management,Written Communication,Numeracy,ABM
Female,City,Stay in one place,Decision Making,Written Communication,Team Work,Creative Thinking,Numeracy,STEM
Male,City,Work from anywhere,Flexibility,Problem Solving,Leadership,Creative Thinking,Time Management,HUMSS
Female,Suburban Area,Stay in one place,Problem Solving,Leadership,Creative Thinking,Time Management,Numeracy,GAS
Female,Flexible,Flexibility,Problem Solving,Negotiating,Written Communication,Self motivation,Analytical Ability,STEM
Female,Abroad,Move Often,Analytical Ability,Leadership,Creative Thinking,Creative Thinking,Time Management,STEM
Female,Flexible,Flexibility,Analytical Ability,Creative Thinking,Time Management,Verbal Communication,Decision Making,ABM
Male,Suburban Area,Move Often,Numeracy,Verbal Communication,Written Communication,Creative Thinking,Problem Solving,HUMSS
Female,City,Work from anywhere,Numeracy,Problem Solving,Self motivation,Decision Making,Leadership,STEM
Female,City,Move Often,Creative Thinking,Negotiating,Time Management,Problem Solving,Self motivation,STEM
Male,Abroad,Move Often,Problem Solving,Leadership,Decision Making,Numeracy,Leadership,HUMSS
Male,Rural Area,Move Often,Self motivation,Numeracy,Time Management,Written Communication,Problem Solving,STEM
Male,Flexible,Move Often,Problem Solving,Problem Solving,Verbal Communication,Verbal Communication,Negotiating,GAS
Female,Flexible,Move Often,Time Management,Negotiating,Analytical Ability,Written Communication,Written Communication,TVL
Male,Abroad,Move Often,Decision Making,Flexibility,Leadership,Creative Thinking,Time Management,STEM
Male,Abroad,Move Often,Decision Making,Flexibility,Numeracy,Team Work,Flexibility,GAS
Female,Abroad,Work from anywhere,Flexibility,Commercial Awareness,Negotiating,Commercial Awareness,Analytical Ability,HUMSS
Female,Suburban Area,Stay in one place,Self motivation,Creative Thinking,Leadership,Flexibility,Verbal Communication,ABM
Female,City,Work from anywhere,Analytical Ability,Negotiating,Team Work,Analytical Ability,Flexibility,STEM
Female,Suburban Area,Stay in one place,Negotiating,Written Communication,Team Work,Leadership,Numeracy,HUMSS
Female,Suburban Area,Move Often,Decision Making,Leadership,Time Management,Analytical Ability,Leadership,STEM
Male,Flexible,Work from anywhere,Commercial Awareness,Numeracy,Negotiating,Decision Making,Creative Thinking,STEM
Male,Abroad,Work from anywhere,Analytical Ability,Flexibility,Leadership,Self motivation,Negotiating,ABM
Male,Flexible,Stay in one place,Decision Making,Commercial Awareness,Creative Thinking,Negotiating,Time Management,ABM
Male,Rural Area,Work from anywhere,Written Communication,Negotiating,Commercial Awareness,Leadership,Time Management,STEM
Male,Abroad,Stay in one place,Self motivation,Self motivation,Time Management,Commercial Awareness,Decision Making,STEM
Female,Rural Area,Move Often,Numeracy,Numeracy,Leadership,Self motivation,Written Communication,GAS
Male,Suburban Area,Work from anywhere,Negotiating,Verbal Communication,Numeracy,Time Management,Time Management,TVL
Female,Flexible,Work from anywhere,Problem Solving,Analytical Ability,Leadership,Commercial Awareness,Commercial Awareness,ABM
Female,Rural Area,Flexibility,Creative Thinking,Negotiating,Problem Solving,Problem Solving,Team Work,TVL
Female,Rural Area,Flexibility,Numeracy,Negotiating,Negotiating,Leadership,Creative Thinking,STEM
Female,Suburban Area,Move Often,Flexibility,Verbal Communication,Self motivation,Numeracy,Time Management,TVL
Male,Suburban Area,Flexibility,Leadership,Problem Solving,Numeracy,Problem Solving,Numeracy,GAS
Female,Suburban Area,Move Often,Commercial Awareness,Leadership,Commercial Awareness,Team Work,Team Work,ABM
Female,City,Flexibility,Self motivation,Written Communication,Numeracy,Leadership,Problem Solving,TVL
Female,Suburban Area,Move Often,Numeracy,Time Management,Time Management,Commercial Awareness,Negotiating,HUMSS
Male,Flexible,Work from anywhere,Written Communication,Decision Making,Problem Solving,Written Communication,Commercial Awareness,ABM
Male,Rural Area,Move Often,Flexibility,Team Work,Time Management,Decision Making,Verbal Communication,STEM
Female,City,Move Often,Leadership,Numeracy,Negotiating,Time Management,Leadership,ABM
Female,City,Work from anywhere,Commercial Awareness,Flexibility,Flexibility,Team Work,Problem Solving,HUMSS
Female,City,Flexibility,Decision Making,Creative Thinking,Negotiating,Self motivation,Flexibility,HUMSS
Male,Flexible,Flexibility,Self motivation,Analytical Ability,Time Management,Negotiating,Flexibility,ABM
Female,Rural Area,Move Often,Decision Making,Written Communication,Verbal Communication,Numeracy,Written Communication,ABM
Female,Abroad,Stay in one place,Problem Solving,Team Work,Leadership,Verbal Communication,Creative Thinking,HUMSS
Female,City,Move Often,Problem Solving,Analytical Ability,Numeracy,Written Communication,Written Communication,HUMSS
Male,Flexible,Flexibility,Flexibility,Verbal Communication,Negotiating,Numeracy,Leadership,HUMSS
Male,City,Flexibility,Time Management,Decision Making,Numeracy,Time Management,Analytical Ability,HUMSS
Female,Abroad,Flexibility,Written Communication,Commercial Awareness,Team Work,Leadership,Leadership,HUMSS
Male,Suburban Area,Work from anywhere,Problem Solving,Leadership,Creative Thinking,Team Work,Leadership,ABM
Male,Rural Area,Stay in one place,Analytical Ability,Flexibility,Leadership,Written Communication,Decision Making,STEM
Female,Abroad,Move Often,Creative Thinking,Leadership,Self motivation,Numeracy,Creative Thinking,GAS
Male,City,Flexibility,Analytical Ability,Time Management,Commercial Awareness,Analytical Ability,Analytical Ability,GAS
Male,City,Work from anywhere,Verbal Communication,Creative Thinking,Analytical Ability,Self motivation,Creative Thinking,HUMSS
Male,Rural Area,Work from anywhere,Flexibility,Analytical Ability,Commercial Awareness,Commercial Awareness,Analytical Ability,ABM
Female,City,Flexibility,Leadership,Written Communication,Creative Thinking,Problem Solving,Written Communication,ABM
Female,Flexible,Move Often,Written Communication,Numeracy,Flexibility,Flexibility,Analytical Ability,GAS
Female,Abroad,Work from anywhere,Team Work,Analytical Ability,Written Communication,Team Work,Problem Solving,STEM
Female,Abroad,Work from anywhere,Verbal Communication,Written Communication,Analytical Ability,Problem Solving,Decision Making,HUMSS
Female,Suburban Area,Flexibility,Flexibility,Written Communication,Analytical Ability,Creative Thinking,Time Management,TVL
Female,Rural Area,Work from anywhere,Negotiating,Decision Making,Decision Making,Negotiating,Creative Thinking,GAS
Male,Flexible,Stay in one place,Analytical Ability,Flexibility,Numeracy,Problem Solving,Written Communication,GAS
Male,City,Move Often,Numeracy,Numeracy,Creative Thinking,Written Communication,Verbal Communication,GAS
Male,Rural Area,Stay in one place,Numeracy,Decision Making,Creative Thinking,Creative Thinking,Written Communication,ABM
Female,Abroad,Move Often,Decision Making,Written Communication,Analytical Ability,Written Communication,Negotiating,HUMSS
Female,Flexible,Flexibility,Commercial Awareness,Decision Making,Flexibility,Creative Thinking,Team Work,ABM
Female,Flexible,Move Often,Self motivation,Creative Thinking,Problem Solving,Leadership,Self motivation,STEM
Male,Suburban Area,Stay in one place,Time Management,Team Work,Flexibility,Written Communication,Creative Thinking,ABM
Male,Rural Area,Flexibility,Commercial Awareness,Commercial Awareness,Leadership,Commercial Awareness,Commercial Awareness,HUMSS
Male,Rural Area,Work from anywhere,Self motivation,Numeracy,Leadership,Self motivation,Self motivation,GAS
Female,Suburban Area,Work from anywhere,Commercial Awareness,Creative Thinking,Self motivation,Team Work,Problem Solving,GAS
Male,Suburban Area,Flexibility,Analytical Ability,Self motivation,Flexibility,Numeracy,Time Management,TVL
Male,Flexible,Flexibility,Negotiating,Commercial Awareness,Negotiating,Written Communication,Creative Thinking,TVL
Female,City,Move Often,Leadership,Flexibility,Self motivation,Negotiating,Time Management,HUMSS
Male,Suburban Area,Move Often,Creative Thinking,Negotiating,Decision Making,Self motivation,Written Communication,HUMSS
Male,Abroad,Work from anywhere,Decision Making,Numeracy,Verbal Communication,Leadership,Written Communication,HUMSS
Male,Flexible,Stay in one place,Leadership,Negotiating,Self motivation,Self motivation,Analytical Ability,STEM
Female,City,Stay in one place,Written Communication,Verbal Communication,Team Work,Leadership,Time Management,TVL
Female,Flexible,Move Often,Team Work,Commercial Awareness,Analytical Ability,Self motivation,Analytical Ability,TVL
Male,City,Flexibility,Team Work,Analytical Ability,Flexibility,Self motivation,Leadership,GAS
Female,Flexible,Stay in one place,Written Communication,Commercial Awareness,Commercial Awareness,Negotiating,Verbal Communication,HUMSS
Male,Flexible,Stay in one place,Decision Making,Problem Solving,Self motivation,Self motivation,Verbal Communication,HUMSS
Male,City,Move Often,Commercial Awareness,Time Management,Commercial Awareness,Self motivation,Commercial Awareness,HUMSS
Female,Flexible,Stay in one place,Creative Thinking,Analytical Ability,Numeracy,Flexibility,Commercial Awareness,GAS
Female,Rural Area,Flexibility,Creative Thinking,Creative Thinking,Decision Making,Flexibility,Numeracy,TVL
Male,City,Move Often,Analytical Ability,Flexibility,Leadership,Commercial Awareness,Decision Making,TVL
Male,Flexible,Flexibility,Decision Making,Problem Solving,Written Communication,Flexibility,Leadership,HUMSS
Female,Suburban Area,Work from anywhere,Self motivation,Problem Solving,Negotiating,Creative Thinking,Commercial Awareness,GAS
Male,Flexible,Flexibility,Written Communication,Team Work,Leadership,Written Communication,Numeracy,GAS
Male,Suburban Area,Stay in one place,Flexibility,Negotiating,Team Work,Verbal Communication,Team Work,STEM
Female,Suburban Area,Flexibility,Problem Solving,Analytical Ability,Leadership,Written Communication,Decision Making,STEM
Male,Flexible,Move Often,Time Management,Decision Making,Leadership,Numeracy,Decision Making,GAS
Female,City,Flexibility,Numeracy,Team Work,Commercial Awareness,Self motivation,Flexibility,ABM
Male,City,Stay in one place,Verbal Communication,Problem Solving,Problem Solving,Team Work,Leadership,GAS
Female,Flexible,Move Often,Decision Making,Verbal Communication,Verbal Communication,Time Management,Problem Solving,GAS
Male,City,Work from anywhere,Self motivation,Commercial Awareness,Decision Making,Numeracy,Numeracy,TVL
Female,Rural Area,Move Often,Flexibility,Negotiating,Decision Making,Commercial Awareness,Decision Making,GAS
Female,Suburban Area,Stay in one place,Time Management,Problem Solving,Self motivation,Numeracy,Team Work,HUMSS
Female,Abroad,Flexibility,Problem Solving,Negotiating,Numeracy,Written Communication,Written Communication,TVL
Female,Rural Area,Move Often,Negotiating,Problem Solving,Numeracy,Leadership,Time Management,STEM
Male,Rural Area,Stay in one place,Commercial Awareness,Time Management,Problem Solving,Negotiating,Flexibility,HUMSS
Female,Rural Area,Work from anywhere,Written Communication,Written Communication,Written Communication,Decision Making,Leadership,STEM
Female,Rural Area,Flexibility,Commercial Awareness,Team Work,Team Work,Flexibility,Decision Making,GAS
Male,Abroad,Work from anywhere,Leadership,Leadership,Self motivation,Creative Thinking,Leadership,TVL
Female,Flexible,Stay in one place,Numeracy,Problem Solving,Analytical Ability,Negotiating,Problem Solving,ABM
Male,Abroad,Work from anywhere,Flexibility,Numeracy,Numeracy,Team Work,Leadership,TVL
Male,Abroad,Stay in one place,Self motivation,Creative Thinking,Verbal Communication,Time Management,Negotiating,GAS
Male,Rural Area,Work from anywhere,Creative Thinking,Verbal Communication,Decision Making,Creative Thinking,Negotiating,ABM
Male,Rural Area,Move Often,Problem Solving,Negotiating,Leadership,Self motivation,Time Management,ABM
Male,Rural Area,Stay in one place,Leadership,Time Management,Self motivation,Verbal Communication,Commercial Awareness,HUMSS
Male,Rural Area,Stay in one place,Numeracy,Analytical Ability,Team Work,Problem Solving,Team Work,HUMSS
Male,Rural Area,Flexibility,Written Communication,Analytical Ability,Negotiating,Decision Making,Self motivation,HUMSS
Male,Suburban Area,Move Often,Verbal Communication,Verbal Communication,Time Management,Negotiating,Creative Thinking,TVL
Female,Flexible,Flexibility,Commercial Awareness,Flexibility,Leadership,Decision Making,Written Communication,STEM
Female,Flexible,Work from anywhere,Problem Solving,Negotiating,Team Work,Numeracy,Creative Thinking,STEM
Female,Rural Area,Move Often,Team Work,Leadership,Self motivation,Verbal Communication,Decision Making,STEM
Male,Rural Area,Work from anywhere,Creative Thinking,Self motivation,Negotiating,Problem Solving,Team Work,GAS
Male,Suburban Area,Stay in one place,Team Work,Verbal Communication,Team Work,Problem Solving,Flexibility,HUMSS
Female,City,Work from anywhere,Team Work,Self motivation,Commercial Awareness,Creative Thinking,Flexibility,ABM
Female,Rural Area,Flexibility,Self motivation,Team Work,Analytical Ability,Written Communication,Time Management,GAS
Female,Rural Area,Work from anywhere,Decision Making,Creative Thinking,Problem Solving,Time Management,Time Management,ABM
Female,Flexible,Work from anywhere,Written Communication,Creative Thinking,Analytical Ability,Verbal Communication,Time Management,HUMSS
Female,Rural Area,Stay in one place,Team Work,Self motivation,Leadership,Flexibility,Creative Thinking,ABM
Male,Rural Area,Work from anywhere,Self motivation,Decision Making,Written Communication,Time Management,Flexibility,ABM
Male,Rural Area,Move Often,Verbal Communication,Verbal Communication,Verbal Communication,Negotiating,Flexibility,STEM
Female,City,Move Often,Verbal Communication,Time Management,Creative Thinking,Flexibility,Creative Thinking,TVL
Female,Suburban Area,Stay in one place,Problem Solving,Time Management,Time Management,Time Management,Negotiating,GAS
Female,Suburban Area,Work from anywhere,Commercial Awareness,Leadership,Flexibility,Self motivation,Problem Solving,TVL
